ExperimentId,Proportion of Relevant complaints missed,Accuracy,"Precision (Ar I, Der, Rel)","Recall (Ar I, Der, Rel)",Features,5 most important features,Algorithm
374,0.9970178926441352,0.3616438356164384,"(0.30435, 0.36131, 1.0)","(0.04167, 0.99846, 0.00298)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.5, 'FacilityRegion_Region de Nuble'), (0.5, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas'), (0.0, 'num_words'), (0.0, 'FacilityRegion_Region del Maule'), (0.0, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
375,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
376,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
377,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
378,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
379,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
380,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
381,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
382,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
383,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
384,0.9940357852882704,0.2027397260273973,"(0.10445, 0.62388, 1.0)","(0.92262, 0.32104, 0.00596)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.4963013260878571, 'num_words'), (0.275765717343351, 'FacilityRegion_Region de Nuble'), (0.16652588613329303, 'FacilityEconomicSubSector_Planta de procesamiento no metalicos'), (0.05770839652335602, 'FacilityEconomicSubSector_Produccion agricola / cultivos'), (0.002503576626428116, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas')]",Random Forest
385,0.9612326043737576,0.3813698630136986,"(0.31818, 0.36848, 1.0)","(0.04167, 0.99846, 0.03877)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2, 'FacilityRegion_Region del Libertador General Bernardo O Higgins'), (0.2, 'FacilityRegion_Region de Nuble'), (0.2, 'FacilityEconomicSubSector_Panaderia'), (0.2, 'FacilityEconomicSubSector_Centro de almacenamiento de sustancias peligrosas'), (0.2, 'FacilityEconomicSubSector_Actividades y/o proyectos en sitios protegidos')]",Random Forest
386,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
387,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
388,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
389,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
390,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
391,0.8797216699801192,0.2624657534246576,"(0.10852, 0.65109, 0.92366)","(0.8869, 0.32104, 0.12028)","['num_words', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.2205198163037984, 'num_words'), (0.1767760317313397, 'FacilityEconomicSubSector_Otros equipamientos'), (0.12073055071967329, 'FacilityEconomicSubSector_Linea de transmision'), (0.11030628693734039, 'FacilityRegion_Region de Nuble'), (0.1003599560841717, 'FacilityRegion_Region del Libertador General Bernardo O Higgins')]",Random Forest
392,0.9721669980119284,0.15397260273972602,"(0.09892, 0.6875, 0.96552)","(0.98214, 0.13518, 0.02783)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.5, 'Topic 22'), (0.5, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.0, 'zon'), (0.0, 'x0_nan'), (0.0, 'x0_Vectores')]",Random Forest
393,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
394,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
395,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
396,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
397,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
398,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
399,0.9721669980119284,0.15397260273972602,"(0.09892, 0.6875, 0.96552)","(0.98214, 0.13518, 0.02783)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.5, 'Topic 22'), (0.5, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.0, 'zon'), (0.0, 'x0_nan'), (0.0, 'x0_Vectores')]",Random Forest
400,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
401,0.9791252485089464,0.16547945205479453,"(0.0981, 0.70349, 0.95455)","(0.95238, 0.18587, 0.02087)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.46777937218702553, 'Topic 22'), (0.386387205710579, 'lleg'), (0.08573364319476937, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.027879151094651698, 'Topic 12'), (0.027372788135034135, 'dolor cabez')]",Random Forest
402,0.9771371769383698,0.2252054794520548,"(0.10612, 0.54955, 0.95833)","(0.85714, 0.37481, 0.02286)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.3387706475007653, 'lleg'), (0.3040769949423427, 'Topic 22'), (0.13058581587884935, 'Topic 30'), (0.07516822862775342, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.042169761808863594, 'aut')]",Random Forest
403,0.2654075546719682,0.6372602739726028,"(0.21073, 0.69316, 0.86941)","(0.65476, 0.48233, 0.73459)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07307648464499454, 'facility_mentioned'), (0.05382292445546878, 'Topic 49'), (0.03587666084232252, 'Topic 8'), (0.03397977780827295, 'num_words'), (0.033096627764050444, 'Topic 21')]",Random Forest
404,0.9771371769383698,0.2252054794520548,"(0.10612, 0.54955, 0.95833)","(0.85714, 0.37481, 0.02286)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.3387706475007653, 'lleg'), (0.3040769949423427, 'Topic 22'), (0.13058581587884935, 'Topic 30'), (0.07516822862775342, 'FacilityEconomicSubSector_Restoran / Servicio de comidas'), (0.042169761808863594, 'aut')]",Random Forest
405,0.10536779324055666,0.8230136986301372,"(0.40559, 0.81437, 0.88757)","(0.34524, 0.83564, 0.89463)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.06970424339281729, 'facility_mentioned'), (0.039532591794555254, 'proportion_urban'), (0.0329575197840393, 'proportion_protected'), (0.026858341442205436, 'Topic 49'), (0.02529206038099179, 'ruid')]",Random Forest
406,0.10536779324055666,0.8230136986301372,"(0.40559, 0.81437, 0.88757)","(0.34524, 0.83564, 0.89463)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.06970424339281729, 'facility_mentioned'), (0.039532591794555254, 'proportion_urban'), (0.0329575197840393, 'proportion_protected'), (0.026858341442205436, 'Topic 49'), (0.02529206038099179, 'ruid')]",Random Forest
407,0.110337972166998,0.8197260273972603,"(0.39286, 0.81129, 0.88439)","(0.32738, 0.83871, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07875075752715216, 'facility_mentioned'), (0.04617823106429561, 'proportion_urban'), (0.0339935883388064, 'proportion_protected'), (0.027628291587562522, 'ruid'), (0.027047049121674244, 'Topic 49')]",Random Forest
408,0.11033797216699799,0.8197260273972603,"(0.39286, 0.81129, 0.88439)","(0.32738, 0.83871, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07875075752715216, 'facility_mentioned'), (0.04617823106429561, 'proportion_urban'), (0.0339935883388064, 'proportion_protected'), (0.027628291587562522, 'ruid'), (0.027047049121674244, 'Topic 49')]",Random Forest
409,0.110337972166998,0.8197260273972603,"(0.39286, 0.81129, 0.88439)","(0.32738, 0.83871, 0.88966)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population', 'num_past_sanctions']","[(0.07875075752715216, 'facility_mentioned'), (0.04617823106429561, 'proportion_urban'), (0.0339935883388064, 'proportion_protected'), (0.027628291587562522, 'ruid'), (0.027047049121674244, 'Topic 49')]",Random Forest
410,0.1073558648111332,0.8186301369863014,"(0.40458, 0.80325, 0.88212)","(0.31548, 0.8341, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07360275139794217, 'facility_mentioned'), (0.047289198025838745, 'proportion_urban'), (0.03478289265275322, 'proportion_protected'), (0.030565954156112567, 'Topic 49'), (0.029672834410620755, 'ruid')]",Random Forest
411,0.1073558648111332,0.8186301369863014,"(0.40458, 0.80325, 0.88212)","(0.31548, 0.8341, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07360275139794217, 'facility_mentioned'), (0.047289198025838745, 'proportion_urban'), (0.03478289265275322, 'proportion_protected'), (0.030565954156112567, 'Topic 49'), (0.029672834410620755, 'ruid')]",Random Forest
412,0.1073558648111332,0.8186301369863014,"(0.40458, 0.80325, 0.88212)","(0.31548, 0.8341, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07360275139794217, 'facility_mentioned'), (0.047289198025838745, 'proportion_urban'), (0.03478289265275322, 'proportion_protected'), (0.030565954156112567, 'Topic 49'), (0.029672834410620755, 'ruid')]",Random Forest
413,0.1073558648111332,0.8186301369863014,"(0.40458, 0.80325, 0.88212)","(0.31548, 0.8341, 0.89264)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'month', 'Effect_on_Environment', 'Health_Impact', 'Affected_population']","[(0.07360275139794217, 'facility_mentioned'), (0.047289198025838745, 'proportion_urban'), (0.03478289265275322, 'proportion_protected'), (0.030565954156112567, 'Topic 49'), (0.029672834410620755, 'ruid')]",Random Forest
414,0.7594433399602386,0.20931506849315068,"(0.09743, 0.0, 0.62371)","(0.83333, 0.0, 0.24056)",['ComplaintType'],"[(0.4540115634734059, 'ComplaintType_Sectorial'), (0.283814322752375, 'ComplaintType_Ciudadana'), (0.11481781035037866, 'ComplaintType_Municipal'), (0.07620903966941184, 'ComplaintType_Autoridad'), (0.07114726375442863, 'ComplaintType_Autodenuncia')]",Random Forest
415,0.17594433399602386,0.7523287671232877,"(0.18644, 0.67529, 0.88758)","(0.13095, 0.80184, 0.82406)","['ComplaintType', 'FacilityRegion']","[(0.27286316882272377, 'FacilityRegion_Region Metropolitana'), (0.07005323251283019, 'FacilityRegion_Region de Valparaiso'), (0.06627517810649781, 'FacilityRegion_Region de Coquimbo'), (0.06611649598227232, 'FacilityRegion_Region del Biobio'), (0.061576888497864524, 'FacilityRegion_Region del Maule')]",Random Forest
416,0.18588469184890646,0.7649315068493151,"(0.29032, 0.82414, 0.90597)","(0.58929, 0.73425, 0.81412)","['ComplaintType', 'FacilityRegion', 'EnvironmentalTopic']","[(0.16261100792907238, 'x0_Ruidos'), (0.1473839363289167, 'FacilityRegion_Region Metropolitana'), (0.049123514415162564, 'FacilityRegion_Region de Coquimbo'), (0.044840465644838935, 'FacilityRegion_Region del Biobio'), (0.04471543555359343, 'x0_Olores')]",Random Forest
417,0.18190854870775347,0.7397260273972602,"(0.40449, 0.721, 0.78009)","(0.21429, 0.75422, 0.81809)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'EnvironmentalTopic']","[(0.031466208644809354, 'FacilityRegion_Region Metropolitana'), (0.02924509804758696, 'ruid'), (0.025910497011524942, 'Topic 49'), (0.024640772595719576, 'x0_Ruidos'), (0.021769502778445478, 'Topic 34')]",Random Forest
418,0.7594433399602386,0.20931506849315068,"(0.09743, 0.0, 0.62371)","(0.83333, 0.0, 0.24056)",['ComplaintType'],"[(0.4540115634734059, 'ComplaintType_Sectorial'), (0.283814322752375, 'ComplaintType_Ciudadana'), (0.11481781035037866, 'ComplaintType_Municipal'), (0.07620903966941184, 'ComplaintType_Autoridad'), (0.07114726375442863, 'ComplaintType_Autodenuncia')]",Random Forest
419,0.17594433399602386,0.7523287671232877,"(0.18644, 0.67529, 0.88758)","(0.13095, 0.80184, 0.82406)","['ComplaintType', 'FacilityRegion']","[(0.27286316882272377, 'FacilityRegion_Region Metropolitana'), (0.07005323251283019, 'FacilityRegion_Region de Valparaiso'), (0.06627517810649781, 'FacilityRegion_Region de Coquimbo'), (0.06611649598227232, 'FacilityRegion_Region del Biobio'), (0.061576888497864524, 'FacilityRegion_Region del Maule')]",Random Forest
420,0.12027833001988072,0.7676712328767124,"(0.15534, 0.71023, 0.86935)","(0.09524, 0.76805, 0.87972)","['ComplaintType', 'natural_region']","[(0.4126533939038682, 'natural_region_Central'), (0.19598940060657882, 'natural_region_Near North'), (0.14580223886698385, 'natural_region_South'), (0.0964471634375394, 'natural_region_Austral'), (0.08878540493660986, 'natural_region_Far North')]",Random Forest
421,0.18588469184890646,0.7583561643835617,"(0.17365, 0.70712, 0.91)","(0.17262, 0.82335, 0.81412)","['ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.14508299052790632, 'FacilityRegion_Region Metropolitana'), (0.04802378906131765, 'FacilityEconomicSubSector_Discoteca / pub'), (0.03742902430648478, 'FacilityRegion_Region del Biobio'), (0.037097278151674906, 'FacilityRegion_Region de Valparaiso'), (0.0332110915488772, 'FacilityRegion_Region de los Lagos')]",Random Forest
422,0.15904572564612324,0.7561643835616438,"(0.38372, 0.74665, 0.79213)","(0.19643, 0.76959, 0.84095)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector']","[(0.03648186961575836, 'ruid'), (0.03232198806353898, 'Topic 49'), (0.02854799306701045, 'FacilityRegion_Region Metropolitana'), (0.0212267183451024, 'Topic 34'), (0.018893175550335137, 'Topic 5')]",Random Forest
423,0.11530815109343935,0.8164383561643835,"(0.37931, 0.80981, 0.88381)","(0.32738, 0.83717, 0.88469)","['LDA', 'RAKE', 'TF-IDF', 'num_words', 'ComplaintType', 'FacilityRegion', 'FacilityEconomicSubSector', 'facility_mentioned', 'proportion_urban', 'proportion_protected', 'EnvironmentalTopic', 'month', 'num_past_sanctions']","[(0.07074888915562029, 'facility_mentioned'), (0.043964577915536936, 'proportion_urban'), (0.036492378782703366, 'proportion_protected'), (0.03583517761754262, 'ruid'), (0.021043343824601813, 'Topic 49')]",Random Forest
